24-05-28 13:21:24.495 [restartedMain] INFO  l.i.g.s.ShoeShopBackEndApplication - Starting ShoeShopBackEndApplication using Java 17.0.10 with PID 19408 (D:\GDSE-66\Second Semester\AAD\CourseWork\Shoe-shop-management-system\shoe-shop-back-end\target\classes started by isuru in D:\GDSE-66\Second Semester\AAD\CourseWork\Shoe-shop-management-system\shoe-shop-back-end)
24-05-28 13:21:26.204 [restartedMain] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
24-05-28 13:21:26.204 [restartedMain] WARN  org.hibernate.orm.deprecation - HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
24-05-28 13:21:27.027 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
24-05-28 13:21:27.114 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
24-05-28 13:21:27.404 [restartedMain] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
24-05-28 13:21:27.837 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
24-05-28 13:21:28.035 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@216d14b6, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@50fa16fc, org.springframework.security.web.context.SecurityContextHolderFilter@53f6837a, org.springframework.security.web.header.HeaderWriterFilter@25247ac, org.springframework.web.filter.CorsFilter@36b7dfc6, org.springframework.security.web.authentication.logout.LogoutFilter@b06db1a, lk.ijse.gdse.shoeshopbackend.config.JwtConfigurationFilter$$SpringCGLIB$$0@767536b9, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6037a3b4, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2edb0fda, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@456b305d, org.springframework.security.web.session.SessionManagementFilter@7122f725, org.springframework.security.web.access.ExceptionTranslationFilter@4cf797bd, org.springframework.security.web.access.intercept.AuthorizationFilter@63a24897]
24-05-28 13:21:28.192 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
24-05-28 13:21:28.208 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
24-05-28 13:21:28.232 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path ''
24-05-28 13:21:28.239 [restartedMain] INFO  l.i.g.s.ShoeShopBackEndApplication - Started ShoeShopBackEndApplication in 3.986 seconds (process running for 4.767)
24-05-28 13:21:46.941 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
24-05-28 13:21:46.941 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
24-05-28 13:21:46.944 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 2 ms
24-05-28 13:21:47.303 [http-nio-8080-exec-1] ERROR l.i.g.s.s.i.AuthenticationServiceImpl - Incorrect password!
24-05-28 13:21:47.332 [http-nio-8080-exec-1] WARN  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Resolved [lk.ijse.gdse.shoeshopbackend.service.exception.IncorrectPasswordException: Incorrect password]
24-05-28 13:33:40.628 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
24-05-28 13:33:40.674 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
24-05-28 13:33:40.729 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
24-05-28 13:50:31.872 [restartedMain] INFO  l.i.g.s.ShoeShopBackEndApplication - Starting ShoeShopBackEndApplication using Java 17.0.10 with PID 14476 (D:\GDSE-66\Second Semester\AAD\CourseWork\Shoe-shop-management-system\shoe-shop-back-end\target\classes started by isuru in D:\GDSE-66\Second Semester\AAD\CourseWork\Shoe-shop-management-system\shoe-shop-back-end)
24-05-28 13:50:31.874 [restartedMain] INFO  l.i.g.s.ShoeShopBackEndApplication - No active profile set, falling back to 1 default profile: "default"
24-05-28 13:50:31.910 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
24-05-28 13:50:31.911 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
24-05-28 13:50:32.466 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
24-05-28 13:50:32.542 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 70 ms. Found 7 JPA repository interfaces.
24-05-28 13:50:32.991 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
24-05-28 13:50:33.003 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
24-05-28 13:50:33.005 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
24-05-28 13:50:33.006 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.20]
24-05-28 13:50:33.051 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
24-05-28 13:50:33.052 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1140 ms
24-05-28 13:50:33.154 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
24-05-28 13:50:33.212 [restartedMain] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.4.4.Final
24-05-28 13:50:33.255 [restartedMain] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
24-05-28 13:50:33.453 [restartedMain] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
24-05-28 13:50:33.482 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
24-05-28 13:50:33.759 [restartedMain] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@5277b1bd
24-05-28 13:50:33.761 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
24-05-28 13:50:33.818 [restartedMain] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
24-05-28 13:50:33.818 [restartedMain] WARN  org.hibernate.orm.deprecation - HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
24-05-28 13:50:34.690 [restartedMain] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
24-05-28 13:50:34.791 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
24-05-28 13:50:35.120 [restartedMain] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
24-05-28 13:50:35.565 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
24-05-28 13:50:35.788 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@3c8cae9a, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@73cb5735, org.springframework.security.web.context.SecurityContextHolderFilter@1c00725c, org.springframework.security.web.header.HeaderWriterFilter@32db64c5, org.springframework.web.filter.CorsFilter@24f03e41, org.springframework.security.web.authentication.logout.LogoutFilter@7f9b6c9e, lk.ijse.gdse.shoeshopbackend.config.JwtConfigurationFilter$$SpringCGLIB$$0@32a1dd76, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@3d6dbc6b, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@24599ed5, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@ca7eb9e, org.springframework.security.web.session.SessionManagementFilter@5d2c1843, org.springframework.security.web.access.ExceptionTranslationFilter@44673968, org.springframework.security.web.access.intercept.AuthorizationFilter@3e3e26d8]
24-05-28 13:50:35.952 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
24-05-28 13:50:35.969 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
24-05-28 13:50:35.985 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path ''
24-05-28 13:50:35.993 [restartedMain] INFO  l.i.g.s.ShoeShopBackEndApplication - Started ShoeShopBackEndApplication in 4.39 seconds (process running for 5.259)
24-05-28 13:51:41.979 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
24-05-28 13:51:41.985 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
